GO.ID	Term	Annotated	Significant	Expected	classic
GO:0042337	cuticle development involved in chitin-based cuticle molting cycle	16	11	10.5	0.51211
GO:0046668	regulation of retinal cell programmed cell death	16	11	10.5	0.51211
GO:0048065	male courtship behavior, veined wing extension	16	11	10.5	0.51211
GO:0055074	calcium ion homeostasis	16	11	10.5	0.51211
GO:1901989	positive regulation of cell cycle phase transition	16	11	10.5	0.51211
GO:1901992	positive regulation of mitotic cell cycle phase transition	16	11	10.5	0.51211
GO:0006644	phospholipid metabolic process	103	68	67.62	0.51427
GO:0021700	developmental maturation	164	108	107.67	0.51441
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	132	87	86.66	0.51545
GO:2000027	regulation of organ morphogenesis	71	47	46.61	0.51637
GO:0006220	pyrimidine nucleotide metabolic process	13	9	8.53	0.52055
GO:0010002	cardioblast differentiation	13	9	8.53	0.52055
GO:0010959	regulation of metal ion transport	13	9	8.53	0.52055
GO:0016183	synaptic vesicle coating	13	9	8.53	0.52055
GO:0019732	antifungal humoral response	13	9	8.53	0.52055
GO:0030725	germline ring canal formation	13	9	8.53	0.52055
GO:0035168	larval lymph gland hemocyte differentiation	13	9	8.53	0.52055
GO:0042307	positive regulation of protein import into nucleus	13	9	8.53	0.52055
GO:0043467	regulation of generation of precursor metabolites and energy	13	9	8.53	0.52055
GO:0048803	imaginal disc-derived male genitalia morphogenesis	13	9	8.53	0.52055
GO:0048808	male genitalia morphogenesis	13	9	8.53	0.52055
GO:0090224	regulation of spindle organization	13	9	8.53	0.52055
GO:0090598	male anatomical structure morphogenesis	13	9	8.53	0.52055
GO:1900182	positive regulation of protein localization to nucleus	13	9	8.53	0.52055
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	13	9	8.53	0.52055
GO:1904591	positive regulation of protein import	13	9	8.53	0.52055
GO:0043297	apical junction assembly	39	26	25.6	0.52100
GO:0045132	meiotic chromosome segregation	39	26	25.6	0.52100
GO:0035152	regulation of tube architecture, open tracheal system	65	43	42.67	0.52347
GO:0006865	amino acid transport	36	24	23.63	0.52611
GO:0009581	detection of external stimulus	36	24	23.63	0.52611
GO:0009582	detection of abiotic stimulus	36	24	23.63	0.52611
GO:0000380	alternative mRNA splicing, via spliceosome	62	41	40.7	0.52728
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	62	41	40.7	0.52728
GO:0007435	salivary gland morphogenesis	59	39	38.73	0.53129
GO:0022612	gland morphogenesis	59	39	38.73	0.53129
GO:0051225	spindle assembly	59	39	38.73	0.53129
GO:0051606	detection of stimulus	59	39	38.73	0.53129
GO:0000002	mitochondrial genome maintenance	10	7	6.57	0.53152
GO:0000266	mitochondrial fission	10	7	6.57	0.53152
GO:0003014	renal system process	10	7	6.57	0.53152
GO:0007111	meiosis II cytokinesis	10	7	6.57	0.53152
GO:0007113	endomitotic cell cycle	10	7	6.57	0.53152
GO:0007301	female germline ring canal formation	10	7	6.57	0.53152
GO:0007469	antennal development	10	7	6.57	0.53152
GO:0007538	primary sex determination	10	7	6.57	0.53152
GO:0007620	copulation	10	7	6.57	0.53152
GO:0010165	response to X-ray	10	7	6.57	0.53152
GO:0030308	negative regulation of cell growth	10	7	6.57	0.53152
GO:0032483	regulation of Rab protein signal transduction	10	7	6.57	0.53152
GO:0035076	ecdysone receptor-mediated signaling pathway	10	7	6.57	0.53152
GO:0035158	regulation of tube diameter, open tracheal system	10	7	6.57	0.53152
GO:0035171	lamellocyte differentiation	10	7	6.57	0.53152
GO:0035287	head segmentation	10	7	6.57	0.53152
GO:0042246	tissue regeneration	10	7	6.57	0.53152
GO:0042478	regulation of eye photoreceptor cell development	10	7	6.57	0.53152
GO:0043406	positive regulation of MAP kinase activity	10	7	6.57	0.53152
GO:0045186	zonula adherens assembly	10	7	6.57	0.53152
GO:0045314	regulation of compound eye photoreceptor development	10	7	6.57	0.53152
GO:0045785	positive regulation of cell adhesion	10	7	6.57	0.53152
GO:0046534	positive regulation of photoreceptor cell differentiation	10	7	6.57	0.53152
GO:0048311	mitochondrion distribution	10	7	6.57	0.53152
GO:0051352	negative regulation of ligase activity	10	7	6.57	0.53152
GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	10	7	6.57	0.53152
GO:0051439	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	10	7	6.57	0.53152
GO:0051444	negative regulation of ubiquitin-protein transferase activity	10	7	6.57	0.53152
GO:0055081	anion homeostasis	10	7	6.57	0.53152
GO:0060147	regulation of posttranscriptional gene silencing	10	7	6.57	0.53152
GO:1902803	regulation of synaptic vesicle transport	10	7	6.57	0.53152
GO:2000377	regulation of reactive oxygen species metabolic process	10	7	6.57	0.53152
GO:2000737	negative regulation of stem cell differentiation	10	7	6.57	0.53152
GO:0007033	vacuole organization	33	22	21.66	0.53171
GO:0009124	nucleoside monophosphate biosynthetic process	33	22	21.66	0.53171
GO:0031497	chromatin assembly	33	22	21.66	0.53171
GO:0045861	negative regulation of proteolysis	33	22	21.66	0.53171
GO:0044270	cellular nitrogen compound catabolic process	82	54	53.83	0.53581
GO:0006664	glycolipid metabolic process	30	20	19.7	0.53789
GO:0006875	cellular metal ion homeostasis	30	20	19.7	0.53789
GO:0022406	membrane docking	30	20	19.7	0.53789
GO:0051222	positive regulation of protein transport	30	20	19.7	0.53789
GO:0090305	nucleic acid phosphodiester bond hydrolysis	30	20	19.7	0.53789
GO:1903509	liposaccharide metabolic process	30	20	19.7	0.53789
GO:0031570	DNA integrity checkpoint	79	52	51.86	0.53935
GO:0034660	ncRNA metabolic process	160	105	105.04	0.53962
GO:0051056	regulation of small GTPase mediated signal transduction	105	69	68.93	0.53987
GO:0008358	maternal determination of anterior/posterior axis, embryo	76	50	49.89	0.54304
GO:0042254	ribosome biogenesis	76	50	49.89	0.54304
GO:0006904	vesicle docking involved in exocytosis	27	18	17.73	0.54480
GO:0007494	midgut development	27	18	17.73	0.54480
GO:0046532	regulation of photoreceptor cell differentiation	27	18	17.73	0.54480
GO:0048278	vesicle docking	27	18	17.73	0.54480
GO:0071426	ribonucleoprotein complex export from nucleus	27	18	17.73	0.54480
GO:0001178	regulation of transcriptional start site selection at RNA polymerase II promoter	7	5	4.6	0.54724
GO:0001742	oenocyte differentiation	7	5	4.6	0.54724
GO:0006264	mitochondrial DNA replication	7	5	4.6	0.54724
GO:0006356	regulation of transcription from RNA polymerase I promoter	7	5	4.6	0.54724
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	7	5	4.6	0.54724
GO:0006415	translational termination	7	5	4.6	0.54724
GO:0006697	ecdysone biosynthetic process	7	5	4.6	0.54724
GO:0007621	negative regulation of female receptivity	7	5	4.6	0.54724
GO:0009070	serine family amino acid biosynthetic process	7	5	4.6	0.54724
GO:0009147	pyrimidine nucleoside triphosphate metabolic process	7	5	4.6	0.54724
GO:0016330	second mitotic wave involved in compound eye morphogenesis	7	5	4.6	0.54724
GO:0030002	cellular anion homeostasis	7	5	4.6	0.54724
GO:0030149	sphingolipid catabolic process	7	5	4.6	0.54724
GO:0032011	ARF protein signal transduction	7	5	4.6	0.54724
GO:0032042	mitochondrial DNA metabolic process	7	5	4.6	0.54724
GO:0035001	dorsal trunk growth, open tracheal system	7	5	4.6	0.54724
GO:0035190	syncytial nuclear migration	7	5	4.6	0.54724
GO:0042049	cellular acyl-CoA homeostasis	7	5	4.6	0.54724
GO:0043147	meiotic spindle stabilization	7	5	4.6	0.54724
GO:0045035	sensory organ precursor cell division	7	5	4.6	0.54724
GO:0045842	positive regulation of mitotic metaphase/anaphase transition	7	5	4.6	0.54724
GO:0045910	negative regulation of DNA recombination	7	5	4.6	0.54724
GO:0045938	positive regulation of circadian sleep/wake cycle, sleep	7	5	4.6	0.54724
GO:0046466	membrane lipid catabolic process	7	5	4.6	0.54724
GO:0046670	positive regulation of retinal cell programmed cell death	7	5	4.6	0.54724
GO:0046671	negative regulation of retinal cell programmed cell death	7	5	4.6	0.54724
GO:0046672	positive regulation of compound eye retinal cell programmed cell death	7	5	4.6	0.54724
GO:0046673	negative regulation of compound eye retinal cell programmed cell death	7	5	4.6	0.54724
GO:0048665	neuron fate specification	7	5	4.6	0.54724
GO:0048738	cardiac muscle tissue development	7	5	4.6	0.54724
GO:0050975	sensory perception of touch	7	5	4.6	0.54724
GO:0051984	positive regulation of chromosome segregation	7	5	4.6	0.54724
GO:0060573	cell fate specification involved in pattern specification	7	5	4.6	0.54724
GO:0071322	cellular response to carbohydrate stimulus	7	5	4.6	0.54724
GO:0090114	COPII-coated vesicle budding	7	5	4.6	0.54724
GO:0090140	regulation of mitochondrial fission	7	5	4.6	0.54724
GO:1901970	positive regulation of mitotic sister chromatid separation	7	5	4.6	0.54724
GO:1902101	positive regulation of metaphase/anaphase transition of cell cycle	7	5	4.6	0.54724
GO:1903035	negative regulation of response to wounding	7	5	4.6	0.54724
GO:1903707	negative regulation of hemopoiesis	7	5	4.6	0.54724
GO:2000243	positive regulation of reproductive process	7	5	4.6	0.54724
GO:0007179	transforming growth factor beta receptor signaling pathway	24	16	15.76	0.55265
GO:0016476	regulation of embryonic cell shape	24	16	15.76	0.55265
GO:0045931	positive regulation of mitotic cell cycle	24	16	15.76	0.55265
GO:0046666	retinal cell programmed cell death	24	16	15.76	0.55265
GO:0051270	regulation of cellular component movement	44	29	28.89	0.55532
GO:0048512	circadian behavior	64	42	42.02	0.55954
GO:0007043	cell-cell junction assembly	41	27	26.92	0.56122
GO:0001737	establishment of imaginal disc-derived wing hair orientation	21	14	13.79	0.56171
GO:0005976	polysaccharide metabolic process	21	14	13.79	0.56171
GO:0007099	centriole replication	21	14	13.79	0.56171
GO:0008015	blood circulation	21	14	13.79	0.56171
GO:0009612	response to mechanical stimulus	21	14	13.79	0.56171
GO:0036099	female germ-line stem cell population maintenance	21	14	13.79	0.56171
GO:0043405	regulation of MAP kinase activity	21	14	13.79	0.56171
GO:0044264	cellular polysaccharide metabolic process	21	14	13.79	0.56171
GO:0051346	negative regulation of hydrolase activity	21	14	13.79	0.56171
GO:0060047	heart contraction	21	14	13.79	0.56171
GO:0098534	centriole assembly	21	14	13.79	0.56171
GO:0072522	purine-containing compound biosynthetic process	61	40	40.05	0.56419
GO:0046578	regulation of Ras protein signal transduction	104	68	68.28	0.56821
GO:0009607	response to biotic stimulus	280	183	183.82	0.56979
GO:0034470	ncRNA processing	101	66	66.31	0.57170
GO:0000819	sister chromatid segregation	78	51	51.21	0.57199
GO:0001707	mesoderm formation	18	12	11.82	0.57244
GO:0002791	regulation of peptide secretion	18	12	11.82	0.57244
GO:0007354	zygotic determination of anterior/posterior axis, embryo	18	12	11.82	0.57244
GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	18	12	11.82	0.57244
GO:0007485	imaginal disc-derived male genitalia development	18	12	11.82	0.57244
GO:0030072	peptide hormone secretion	18	12	11.82	0.57244
GO:0090087	regulation of peptide transport	18	12	11.82	0.57244
GO:0090276	regulation of peptide hormone secretion	18	12	11.82	0.57244
GO:0007427	epithelial cell migration, open tracheal system	35	23	22.98	0.57464
GO:0010608	posttranscriptional regulation of gene expression	118	77	77.47	0.57874
GO:0034248	regulation of cellular amide metabolic process	118	77	77.47	0.57874
GO:0009152	purine ribonucleotide biosynthetic process	52	34	34.14	0.57984
GO:0009994	oocyte differentiation	138	90	90.6	0.58218
GO:0045787	positive regulation of cell cycle	32	21	21.01	0.58238
GO:0051647	nucleus localization	32	21	21.01	0.58238
GO:0007160	cell-matrix adhesion	15	10	9.85	0.58555
GO:0007370	ventral furrow formation	15	10	9.85	0.58555
GO:0010770	positive regulation of cell morphogenesis involved in differentiation	15	10	9.85	0.58555
GO:0035149	lumen formation, open tracheal system	15	10	9.85	0.58555
GO:0045467	R7 cell development	15	10	9.85	0.58555
GO:0046165	alcohol biosynthetic process	15	10	9.85	0.58555
GO:0007622	rhythmic behavior	66	43	43.33	0.59040
GO:0006816	calcium ion transport	29	19	19.04	0.59101
GO:0019991	septate junction assembly	29	19	19.04	0.59101
GO:0030307	positive regulation of cell growth	29	19	19.04	0.59101
GO:0031935	regulation of chromatin silencing	29	19	19.04	0.59101
GO:0034332	adherens junction organization	29	19	19.04	0.59101
GO:0007028	cytoplasm organization	63	41	41.36	0.59559
GO:0007450	dorsal/ventral pattern formation, imaginal disc	43	28	28.23	0.59890
GO:0051168	nuclear export	43	28	28.23	0.59890
GO:0009798	axis specification	166	108	108.98	0.59969
GO:0016334	establishment or maintenance of polarity of follicular epithelium	26	17	17.07	0.60076
GO:0030716	oocyte fate determination	26	17	17.07	0.60076
GO:0036294	cellular response to decreased oxygen levels	26	17	17.07	0.60076
GO:0071453	cellular response to oxygen levels	26	17	17.07	0.60076
GO:0071456	cellular response to hypoxia	26	17	17.07	0.60076
GO:1903532	positive regulation of secretion by cell	26	17	17.07	0.60076
GO:0000271	polysaccharide biosynthetic process	12	8	7.88	0.60230
GO:0002793	positive regulation of peptide secretion	12	8	7.88	0.60230
GO:0007412	axon target recognition	12	8	7.88	0.60230
GO:0009069	serine family amino acid metabolic process	12	8	7.88	0.60230
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	12	8	7.88	0.60230
GO:0031397	negative regulation of protein ubiquitination	12	8	7.88	0.60230
GO:0031440	regulation of mRNA 3'-end processing	12	8	7.88	0.60230
GO:0033692	cellular polysaccharide biosynthetic process	12	8	7.88	0.60230
GO:0046839	phospholipid dephosphorylation	12	8	7.88	0.60230
GO:0046856	phosphatidylinositol dephosphorylation	12	8	7.88	0.60230
GO:0046887	positive regulation of hormone secretion	12	8	7.88	0.60230
GO:0046916	cellular transition metal ion homeostasis	12	8	7.88	0.60230
GO:0060795	cell fate commitment involved in formation of primary germ layer	12	8	7.88	0.60230
GO:0061647	histone H3-K9 modification	12	8	7.88	0.60230
GO:0072525	pyridine-containing compound biosynthetic process	12	8	7.88	0.60230
GO:0090277	positive regulation of peptide hormone secretion	12	8	7.88	0.60230
GO:0098732	macromolecule deacylation	12	8	7.88	0.60230
GO:1902807	negative regulation of cell cycle G1/S phase transition	12	8	7.88	0.60230
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	12	8	7.88	0.60230
GO:0043207	response to external biotic stimulus	278	181	182.51	0.60440
GO:0051707	response to other organism	278	181	182.51	0.60440
GO:0000077	DNA damage checkpoint	77	50	50.55	0.60449
GO:0008037	cell recognition	77	50	50.55	0.60449
GO:0008038	neuron recognition	77	50	50.55	0.60449
GO:0008354	germ cell migration	40	26	26.26	0.60628
GO:0010817	regulation of hormone levels	57	37	37.42	0.60684
GO:0007314	oocyte anterior/posterior axis specification	74	48	48.58	0.60936
GO:0007455	eye-antennal disc morphogenesis	23	15	15.1	0.61194
GO:0010883	regulation of lipid storage	23	15	15.1	0.61194
GO:0019932	second-messenger-mediated signaling	23	15	15.1	0.61194
GO:0006281	DNA repair	111	72	72.87	0.61248
GO:0006413	translational initiation	54	35	35.45	0.61298
GO:0045746	negative regulation of Notch signaling pathway	37	24	24.29	0.61434
GO:0002683	negative regulation of immune system process	51	33	33.48	0.61951
GO:0006406	mRNA export from nucleus	20	13	13.13	0.62502
GO:0009629	response to gravity	20	13	13.13	0.62502
GO:0010454	negative regulation of cell fate commitment	20	13	13.13	0.62502
GO:0042332	gravitaxis	20	13	13.13	0.62502
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	20	13	13.13	0.62502
GO:0000270	peptidoglycan metabolic process	9	6	5.91	0.62521
GO:0000916	actomyosin contractile ring contraction	9	6	5.91	0.62521
GO:0002781	antifungal peptide production	9	6	5.91	0.62521
GO:0002788	regulation of antifungal peptide production	9	6	5.91	0.62521
GO:0002804	positive regulation of antifungal peptide production	9	6	5.91	0.62521
GO:0006027	glycosaminoglycan catabolic process	9	6	5.91	0.62521
GO:0006482	protein demethylation	9	6	5.91	0.62521
GO:0006541	glutamine metabolic process	9	6	5.91	0.62521
GO:0006825	copper ion transport	9	6	5.91	0.62521
GO:0006862	nucleotide transport	9	6	5.91	0.62521
GO:0007295	growth of a germarium-derived egg chamber	9	6	5.91	0.62521
GO:0008062	eclosion rhythm	9	6	5.91	0.62521
GO:0008205	ecdysone metabolic process	9	6	5.91	0.62521
GO:0008214	protein dealkylation	9	6	5.91	0.62521
GO:0008535	respiratory chain complex IV assembly	9	6	5.91	0.62521
GO:0009253	peptidoglycan catabolic process	9	6	5.91	0.62521
GO:0019674	NAD metabolic process	9	6	5.91	0.62521
GO:0019722	calcium-mediated signaling	9	6	5.91	0.62521
GO:0022408	negative regulation of cell-cell adhesion	9	6	5.91	0.62521
